질병코드,버전,영문명,한글명
P39.0,7,Neonatal infective mastitis,신생아의 감염성 유방염
P39.1,7,Neonatal conjunctivitis and dacryocystitis,신생아 결막염 및 누낭염
P39.2,7,"Intra-amniotic infection of fetus, NEC",달리 분류되지 않은 태아의 양막내 감염
P39.3,7,Neonatal urinary tract infection,신생아요로감염
P39.4,7,Neonatal skin infection,신생아피부감염
P39.8,7,Other specified infections specific to the perinatal period,기타 명시된 출생전후기에 특이한 감염
P39.9,7,"Infections specific to the perinatal period, unspecified",상세불명의 출생전후기에 특이한 감염
P50,7,Fetal blood loss,태아실혈
P50.0,7,Fetal blood loss from vasa praevia,전치맥관으로 인한 태아실혈
P50.1,7,Fetal blood loss from ruptured cord,탯줄파열로 인한 태아실혈
P50.2,7,Fetal blood loss from placenta,태반으로 인한 태아실혈
P50.3,7,Haemorrhage into co-twin,한쪽 쌍둥이로의 출혈
P50.4,7,Haemorrhage into maternal circulation,산모순환으로의 출혈
P50.5,7,Fetal blood loss from cut end of co-twin’s cord,한쪽 쌍둥이 탯줄의 절단으로 인한 태아실혈
P50.8,7,Other fetal blood loss,기타 태아실혈
P50.9,7,"Fetal blood loss, unspecified",상세불명의 태아실혈
P51,7,Umbilical haemorrhage of newborn,신생아의 탯줄출혈
P51.0,7,Massive umbilical haemorrhage of newborn,신생아의 심한 탯줄출혈
P51.8,7,Other umbilical haemorrhage of newborn,신생아의 기타 탯줄출혈
P51.9,7,"Umbilical haemorrhage of newborn, unspecified",신생아의 상세불명의 탯줄출혈
P52,7,Intracranial nontraumatic haemorrhage of fetus and newborn,태아 및 신생아의 두개내 비외상성 출혈
P52.0,7,"Intraventricular (nontraumatic) haemo- rrhage, grade 1, of fetus and newborn",태아 및 신생아의 (비외상성) 뇌실내출혈 1등급
P52.1,7,"Intraventricular (nontraumatic) haemo- rrhage, grade 2, of fetus and newborn",태아 및 신생아의 (비외상성) 뇌실내출혈 2등급
P52.2,7,"Intraventricular (nontraumatic) haemorrhage, grade 3 and grade 4 of fetus and newborn",태아 및 신생아의 (비외상성) 뇌실내출혈 3등급 및 4등급
P52.3,7,Unspecified intraventricular (nontraumatic) haemorrhage of fetus and newborn,태아 및 신생아의 상세불명의 (비외상성) 뇌실내출혈
P52.4,7,Intracerebral (nontraumatic) haemorrhage of fetus and newborn,태아 및 신생아의 (비외상성) 대뇌내출혈
P52.5,7,Subarachnoid (nontraumatic) haemorrhage of fetus and newborn,태아 및 신생아의 (비외상성) 지주막하출혈
P52.6,7,Cerebellar (nontraumatic) and posterior fossa haemorrhage of fetus and newborn,태아 및 신생아의 (비외상성) 소뇌 및 후두개와 출혈
P52.8,7,Other intracranial (nontraumatic) haemorrhage of fetus and newborn,기타 태아 및 신생아의 기타 두개내 (비외상성) 출혈
P52.9,7,"Intracranial (nontraumatic) haemorrhage of fetus and newborn, unspecified",태아 및 신생아의 상세불명의 두개내 (비외상성) 출혈
P53,7,Haemorrhagic disease of fetus and newborn,태아 및 신생아의 출혈성 질환
P54,7,Other neonatal haemorrhages,기타 신생아출혈
P54.0,7,Neonatal haematemesis,신생아토혈
P54.1,7,Neonatal melaena,신생아흑색변
P54.2,7,Neonatal rectal haemorrhage,신생아직장출혈
P54.3,7,Other neonatal gastrointestinal haemorrhage,기타 신생아위장출혈
P54.4,7,Neonatal adrenal haemorrhage,신생아부신출혈
P54.5,7,Neonatal cutaneous haemorrhage,신생아피부출혈
P54.6,7,Neonatal vaginal haemorrhage,신생아질출혈
P54.8,7,Other specified neonatal haemorrhages,기타 명시된 신생아출혈
P54.9,7,"Neonatal haemorrhage, unspecified",상세불명의 신생아출혈
P55,7,Haemolytic disease of fetus and newborn,태아 및 신생아의 용혈질환
P55.0,7,Rh isoimmunization of fetus and newborn,태아 및 신생아의 Rh동종면역
P55.1,7,ABO isoimmunization of fetus and newborn,태아 및 신생아의 ABO동종면역
P55.8,7,Other haemolytic disease of fetus and newborn,태아 및 신생아의 기타 용혈질환
P55.9,7,"Haemolytic disease of fetus and newborn, unspecified",태아 및 신생아의 상세불명의 용혈질환
P56,7,Hydrops fetalis due to haemolytic disease,용혈질환으로 인한 태아수종
P56.0,7,Hydrops fetalis due to isoimmunization,동종면역으로 인한 태아수종
P56.9,7,Hydrops fetalis due to other and unspecified haemolytic disease,기타 및 상세불명의 용혈질환으로 인한 태아수종
P57,7,Kernicterus,핵황달
P57.0,7,Kernicterus due to isoimmunization,동종면역으로 인한 핵황달
P57.8,7,Other specified kernicterus,기타 명시된 핵황달
P57.9,7,"Kernicterus, unspecified",상세불명의 핵황달
P58,7,Neonatal jaundice due to other excessive haemolysis,기타 과다용혈로 인한 신생아황달
P58.0,7,Neonatal jaundice due to bruising,타박상으로 인한 신생아황달
P58.1,7,Neonatal jaundice due to bleeding,출혈으로 인한 신생아황달
P58.2,7,Neonatal jaundice due to infection,감염으로 인한 신생아황달
P58.3,7,Neonatal jaundice due to polycythaemia,적혈구증가증으로 인한 신생아황달
P58.4,7,Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn,산모로부터 전파된 또는 신생아에게 주어진 약물 또는 독소로 인한 신생아황달
P58.5,7,Neonatal jaundice due to swallowed maternal blood,삼킨 모체혈액으로 인한 신생아황달
P58.8,7,Neonatal jaundice due to other specified excessive haemolysis,기타 명시된 과다용혈로 인한 신생아황달
P58.9,7,"Neonatal jaundice due to excessive haemolysis, unspecified",상세불명의 과다용혈로 인한 신생아황달
P59,7,Neonatal jaundice from other and unspecified causes,기타 및 상세불명의 원인으로 인한 신생아황달
P59.0,7,Neonatal jaundice associated with preterm delivery,조산과 관련된 신생아황달
P59.1,7,Inspissated bile syndrome,농축담즙증후군
P59.2,7,Neonatal jaundice from other and unspecified hepatocelluar damage,기타 및 상세불명의 간세포손상으로 인한 신생아황달
P59.3,7,Neonatal jaundice from breast milk inhibitor,모유억제인자로 인한 신생아황달
P59.8,7,Neonatal jaundice from other specified causes,기타 명시된 원인으로 인한 신생아황달
P59.9,7,"Neonatal jaundice, unspecified",상세불명의 신생아황달
P60,7,Disseminated intravascular coagulation of fetus and newborn,태아 및 신생아의 파종성 혈관내응고
P61,7,Other perinatal haematological disorders,기타 출생전후기 혈액학적 장애
P61.0,7,Transient neonatal thrombocytopenia,일과성 신생아혈소판감소증
P61.1,7,Polycythaemia neonatorum,신생아적혈구증가증
P61.2,7,Anaemia of prematurity,미숙아의 빈혈
P61.3,7,Congenital anaemia from fetal blood loss,태아실혈로 인한 선천빈혈
P61.4,7,"Other congenital anaemias, NEC",달리 분류되지 않은 기타 선천빈혈
P61.5,7,Transient neonatal neutropenia,일과성 신생아호중구감소증
P61.6,7,Other transient neonatal disorders of coagulation,기타 일과성 신생아응고장애
P61.8,7,Other specified perinatal haematological disorders,기타 명시된 출생전후기 혈액학적 장애
P61.9,7,"Perinatal haematological disorder, unspecified",상세불명의 출생전후기 혈액학적 장애
P70,7,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,태아 및 신생아에 특이한 일과성 탄수화물대사장애
P70.0,7,Syndrome of infant of mother with  gestational diabetes,임신당뇨병을 가진 산모의 유아증후군
P70.1,7,Syndrome of infant of a diabetic mother,당뇨병을 가진 산모의 유아증후군
P70.2,7,Neonatal diabetes mellitus,신생아당뇨병
P70.3,7,Iatrogenic neonatal hypoglycaemia,의인성 신생아저혈당
P70.4,7,Other neonatal hypoglycaemia,기타 신생아저혈당
P70.8,7,Other transitory disorders of carbohydrate metabolism of fetus and newborn,태아 및 신생아의 탄수화물대사의 기타 일과성 장애
P70.9,7,"Transitory disorder of carbohydrate metabolism of fetus and newborn, unspecified",태아 및 신생아의 탄수화물대사의 상세불명의 일과성 장애
P71,7,Transitory neonatal disorders of calcium and magnesium metabolism,일과성 신생아 칼슘 및 마그네슘 대사장애
P71.0,7,Cow’s milk hypocalcaemia in newborn,신생아의 우유저칼슘혈증
P71.1,7,Other neonatal hypocalcaemia,기타 신생아저칼슘혈증
P71.2,7,Neonatal hypomagnesaemia,신생아저마그네슘혈증
P71.3,7,Neonatal tetany without calcium or magnesium deficiency,칼슘 또는 마그네슘 결핍이 없는 신생아테타니
P71.4,7,Transitory neonatal hypoparathyroidism,일과성 신생아부갑상선기능저하증
P71.8,7,Other transitory neonatal disorders of calcium and magnesium metabolism,칼슘 및 마그네슘 대사의 기타 일과성 신생아장애
P71.9,7,"Transitory neonatal disorder of calcium and magnesium metabolism, unspecified",칼슘 및 마그네슘 대사의 상세불명의 일과성 신생아장애
P72,7,Other transitory neonatal endocrine disorders,기타 일과성 신생아내분비장애
P72.0,7,"Neonatal goitre, NEC",달리 분류되지 않은 신생아고이터
P72.1,7,Transitory neonatal hyperthyroidism,일과성 신생아갑상선기능항진증
P72.2,7,"Other transitory neonatal disorders of thyroid function, NEC",달리 분류되지 않은 갑상선기능의 기타 일과성 신생아장애
P72.8,7,Other specified transitory neonatal endocrine disorders,기타 명시된 일과성 신생아내분비장애
P72.9,7,"Transitory neonatal endocrine disorder, unspecified",상세불명의 일과성 신생아내분비장애
P74,7,Other transitory neonatal electrolyte and metabolic disturbances,기타 일과성 신생아 전해질 및 대사 장애
P74.0,7,Late metabolic acidosis of newborn,신생아의 만기 대사성 산증
P74.1,7,Dehydration of newborn,신생아의 탈수
P74.2,7,Disturbances of sodium balance of newborn,신생아의 나트륨균형장애
P74.3,7,Disturbances of potassium balance of newborn,신생아의 칼륨균형장애
P74.4,7,Other transitory electrolyte disturbances of newborn,신생아의 기타 일과성 전해질장애
P74.5,7,Transitory tyrosinaemia of newborn,신생아의 일과성 타이로신혈증
P74.8,7,Other transitory metabolic disturbances of newborn,신생아의 기타 일과성 대사장애
P74.9,7,"Transitory metabolic disturbance of newborn, unspecified",신생아의 상세불명의 일과성 대사장애
P75,7,Meconium ileus in cystic fibrosis(E84.1†),낭성 섬유증에서의 태변장폐색(E84.1†)
P76,7,Other intestinal obstruction of newborn,신생아의 기타 장폐색
P76.0,7,Meconium plug syndrome,태변마개증후군
P76.1,7,Transitory ileus of newborn,신생아의 일과성 장폐색증
P76.2,7,Intestinal obstruction due to inspissated milk,농축우유로 인한 장폐색
P76.8,7,Other specified intestinal obstruction of newborn,신생아의 기타 명시된 장폐색
P76.9,7,"Intestinal obstruction of newborn, unspecified",신생아의 상세불명의 장폐색
P77,7,Necrotizing enterocolitis of fetus and newborn,태아 및 신생아의 괴사성 장결장염
P78,7,Other perinatal digestive system disorders,기타 출생전후기 소화계통장애
P78.0,7,Perinatal intestinal perforation,출생전후기 장천공
P78.1,7,Other neonatal peritonitis,기타 신생아복막염
P78.2,7,Neonatal haematemesis and melaena due to swallowed maternal blood,삼킨 모체혈액으로 인한 신생아 토혈 및 흑색변
P78.3,7,Noninfective neonatal diarrhoea,비감염성 신생아설사
P78.8,7,Other specified perinatal digestive system disorders,기타 명시된 출생전후기 소화계통장애
