성분코드,성분명(한),성분명(영)
M257322,오파드라이주황색(03A63288),OPADRY 03A63288 ORANGE
M257323,면편물(디지털무늬),Cotton Knit Fabric (Digital Pattern)
M257326,파인니들민트,Pine Needle Mint
M257327,조세프트리악손나트륨,Crude Ceftriaxone Sodium
M257330,디메틸에테르,Dimethyl Ether
M257333,이그라티모드,Iguratimod
M257335,N-라우로일-글루탐산나트륨,Sodium N-Lauroyl-Glutamate
M257344,조합향료(AR49428),Flavor AR49428
M257352,폴리옥시에틸렌베헤닐에테르,Polyoxyethylene Behenyl Ether
M257361,수화에틸셀룰로오스,Ethylcellulose Aqueous
M257365,메틸비닐케톤,Methyl Vinyl Ketone
M257367,카르니틴오로트산염,Carnitine Orotate
M257369,프리마퀸인산염,Primaquine Phosphate
M257370,에틸셀룰로오스20,Ethylcellulose 20
M257387,오파드라이노란색(03B620023),OPADRY 03B620023 YELLOW
M257408,암로디핀아디프산염,Amlodipine Adipate
M257409,아모설랄롤염산염,Amosulalol Hydrochloride
M257421,조합향료(FLORAL MUSK 15P04428),Flavor Floral Musk 15P04428
M257423,조합향료(C4 ROSE Z-3001230),Flavor C4 ROSE Z-3001230
M257424,조합향료(MARRY SC),Flavor Marry SC
M257425,조합향료(KXCSW 0446),Flavor KXCSW 0446
M257426,조합향료(LAVENDER JH-10504021),Flavor Lavender JH-10504021
M257427,조합향료(LAVENDER&CHAMOMILE SH-6602592),Flavor Lavender & Chamomile SH-6602592
M257428,조합향료(KXCSW 0356),Flavor KXCSW 0356
M257429,조합향료(RASPBERRY S-4102381),Flavor Raspberry S-4102381
M257430,조합향료(PASSION FRUIT 50.125),Flavor Passion Fruit 50.125
M257431,조합향료(PEPPERMINT PURE FH5018884),Flavor Peppermint PURE FH5018884
M257433,조합향료(AVOCADOFORM FS5015800),Flavor Avocadoform FS5015800
M257435,조합향료(ALOE J15311),Flavor Aloe J15311
M257436,조합향료(ALOE LH-4103050),Flavor Aloe LH-4103050
M257437,조합향료(GREEN TEA LH-4102018),Flavor Green Tea LH-4102018
M257438,조합향료(KXCSF 0102),Flavor KXCSF 0102
M257439,조합향료(KIWI LH-4102013),Flavor Kiwi LH-4102013
M257441,조합향료(WHITE SCRUB FE5010143),Flavor White Scrub FE5010143
M257442,조합향료(LEMON 7P03457),Flavor Lemon 7P03457
M257443,조합향료(VANILLA 81852),Flavor Vanilla 81852
M257446,조합향료(PISTACHIO ALMOND CH-4209002),Flavor Pistachio Almond CH-4209002
M257447,조합향료(MANDARINE B 60865),Flavor Mandarine B 60865
M257448,조합향료(MANGO S-4203727),Flavor Mango S-4203727
M257449,그린티지15205,
M257452,플라워얼스에프피1023821,
M257453,조세레콕시브,Crude Celecoxib
M257497,포도과피색소,Grape Skin Extract
M257505,4-플루오로벤조니트릴,4-Fluorobenzonitrile
M257507,부세렐린아세테이트,Buserelin Acetate
M257508,디에톡시에틸숙시네이트,Diethoxyethyl Succinate
M257510,이지코트(HGY6731319),
M257511,이지코트(HGY6731356),
M257529,오파드라이노란색(03B620017),OPADRY 03B620017 YELLOW
M257533,티로피반염산염수화물,Tirofiban Hydrochloride Hydrate
M257535,오파드라이노란색(O3B620011),OPADRY O3B620011 YELLOW
M257537,오파드라이노란색(03B62001),OPADRY 03B62001 YELLOW
M257538,가티플록사신수화물,Gatifloxacin Hydrate
M257540,오파드라이200분홍색(202O640001),OPADRY 200 202O640001 PINK
M257553,셀리프롤롤염산염,Celiprolol Hydrochloride
M257557,요구르트향(503360 TP0551),Yogurt Flavor 503360 TP0551
M257558,제피아스코르브산96%,Ascorbic Acid Coated 96%
M257561,리다미딘염산염,Lidamidine Hydrochloride
M257565,오파드라이200흰색(200F280000),OPADRY 200 200F280000 WHITE
M257566,라베탈롤염산염,Labetalol Hydrochloride
M257572,오파드라이노란색(03F42183),OPADRY 03F42183 YELLOW
M257575,조합향료(Cool Man 100),Flavor Cool Man 100
M257580,조합향료(Invati),Flavor Invati
M257581,알파-토코페롤,Alpha-Tocopherol
M257583,TLMBI,4-Methyl-6-(1-Methylbenzimidazol-2-Yl)-2-Propyl-1H-Benzimidazole
M257599,아카시아향(92868),Acacia Flavor 92868
M257600,레몬라임향(92636),Lemon Lime Flavor 92636
M257601,애플민트향(92750),Apple Mint Flavor 92750
M257609,[(S)-(E)-2-[3-[3-[2-(7-클로로-2-퀴놀리닐)-에테닐]페닐]-3-히드록시프로필-페닐-2-프로판올,[(S)-(E)-2-[3-[3-[2-(7-Chloro-2-Quinolinyl)-Ethenyl]Phenyl]-3-Hydroxypropyl-Phenyl-2-Propanol
M257611,4-클로로벤질아민,4-Chlorobenzylamine
M257625,폴리카르보필칼슘,Calcium Polycarbophil
M257626,미소프로스톨 100배산,Misoprostol 1%
M257628,"3-메틸-1,3부탄디올","3-Methyl-1,3-Butanediol"
M257630,피토스테릴올레에이트,Phytosteryl Oleate
M257635,폴리옥시세틸렌에테르,
M257638,온단세트론염산염,Ondansetron Hydrochloride
M257644,에리트로마이신스티노프레이트,Erythromycin Stinoprate
M257656,엔테로코쿠스페칼리스균,Enterococcus Faecalis
M257663,디펜히드라민살리실산염,Diphenhydramine Salicylate
M257665,피브이엠·엠에이공중합체,PVM·MA Copolymer
M257666,폴리우레탄필름1,Polyurethane Film 1
M257667,폴리우레탄폼1,Polyurethane Foam 1
M257668,도베실산칼슘수화물,Dobesilate Calcium Hydrate
M257675,보이차추출물,Puer Tea Extract
M257676,조합향료(A-24325),Flavor A-24325
M257700,콜린알포세레이트,Choline Alfoscerate
M257701,조합향료(Frag-26302),Flavor Frag-26302
M257702,오파투무맙,Ofatumumab
M257704,조합향료(TF-PCCO-05),Flavor TF-PCCO-05
M257710,조합향료(lavender HP-804729),Flavor Lavender HP-804729
M257712,샤인페퍼민트향,Shine Peppermint Flavor
M257715,아세틸콜린염화물,Acetylcholine Chloride
M257716,이오베르솔,Ioversol
M257717,베넥세이트염산염베타덱스,Benexate Hydrochloride Betadex
M257723,오파드라이노란색(03B620007),OPADRY 03B620007 YELLOW
M257724,탄도스피론시트르산염,Tandospirone Citrate
M257726,오파드라이II분홍색(85G35294),OPADRY II 85G35294 PINK
M257734,아스코르브산 과립90%,Ascorbic Acid Granules 90%
M257735,β-카로틴10%,Beta-Carotene 10%
M257737,천연버가모트향(B71235),Natural Bergamot Flavor B71235
M257739,폴리옥시에틸렌세토스테아릴에테르,Sodium Polyoxyethylene Cetostearyl Ether
M257740,조합향료(COLOR COMPLEX 289941),Flavor Color Complex 289941
M257741,오파드라이흰색(OY-LS-28914),OPADRY OY-LS-28914 WHITE
M257771,폴리옥시에틸렌세틸에테르,Polyoxyethylene Cetylether
M257776,무수황산나트륨,Anhydrous Sodium Sulfate
M257807,에카베트나트륨수화물,Ecabet Sodium Hydrate
M257808,프로솔브이지탑,Prosolv Easytab
M257812,후레쉬유자향,Fresh Citron Flavor
M257813,해바라기씨유(1),Sunflower Seed Oil 1
M257822,런던걸-8더블유,
M257835,설박탐나트륨·세포페라존나트륨,Sulbactam Sodium·Cefoperazone Sodium
M257843,S-아테놀롤,S-Atenolol
M257844,탈지면패드,Absorbent Cotton Pad
M257845,로즈제라늄,Rose Geranium
M257846,야래향,Night Jessamine
M257853,폴리옥시에틸렌세틸에테르포스페이트,Polyoxyethylene Cetylether Phosphate
M257854,조합향료(TJP-H-003860 Kamata),Flavor TJP-H-003860 Kamata
M257861,로리스스왑(이소프로판올),Loris Swabs (Isopropanol)
M257862,영운드드레싱,Young Wound Dressing
M257887,자일로메타졸린염산염,Xylometazoline Hydrochloride
M257898,아크릴이즈분홍색(93O34457),ACRYL-EZE 93O34457 PINK
M257901,조합향료(시트러스 22186),Flavor Citrus 22186
M257906,멸치유에틸에스테르,Anchovy Oil Ethyl Ester
M257926,트리이소프로필실란,Triisopropylsilane
M257927,"1,2-에탄디티올","1,2-Ethanedithiol"
M257931,세틸히드록시에틸셀룰로오스,Cetyl Hydroxyethylcellulose
M257938,에포니디핀염산염,Efonidipine Hydrochloride
M257939,라사길린메실산염,Rasagiline Mesylate
M257953,리파제AP12,Lipase AP12
M257959,삽입기,Insert Device
M257964,오파드라이노란색(03B62435),OPADRY 03B62435 YELLOW
M257967,S-알라닌올,S-Alaninol
M257970,오파드라이노란색(OY-S-6497),OPADRY OY-S-6497 YELLOW
M257973,로사르탄칼슘,Losartan Calcium
M257975,오파드라이파란색(20A99171),OPADRY 20A99171 BLUE
M257977,오파드라이파란색(20A99172),OPADRY 20A99172 BLUE
M257979,데옥시리보핵산나트륨,Deoxyribo Hexane Sodium
M257982,세트리모늄브롬화물,Cetrimonium Bromide
M257983,엔테카비르수화물,Entecavir Hydrate
M257990,오파드라이노란색(85F42142),OPADRY 85F42142 YELLOW
M257996,오파드라이노란색(200F620027),OPADRY 200F620027 YELLOW
M257997,조프록시필린,Crude Proxyphylline
M257999,쌀배아유,Rice Germ Oil
M258001,조합향료(Shampoo A57562),Flavor Shampoo A57562
M258003,오파드라이노란색(03B62599),OPADRY 03B62599 YELLOW
M258006,오파드라이흰색(03F680008),OPADRY 03F680008 WHITE
M258007,바실루스나토에스균 분말,Bacillus Natto S. Powder
M258011,조칸데사르탄실렉세틸,Crude Candesartan Cilexetil
M258012,서톨리주맙페골,Certolizumab Pegol
M258014,란레오티드,Lanreotide
M258016,모과향(SP-45962),Quince Flavor SP-45962
M258026,카베르골린,Cabergoline
M258027,오파드라이갈색(03F665004),OPADRY 03F665004 BROWN
M258028,소르비탄올레에이트,Sorbitan Oleate
M258033,오파드라이갈색(03B665002),OPADRY 03B665002 BROWN
M258034,오파드라이분홍색(03B540034),OPADRY 03B540034 PINK
M258038,부직포(아크리놀수화물),Nonwoven Fabric (Acrinol Hydrate)
M258040,조합향료(TF-PANP-01),Flavor TF-PANP-01
M258041,조합향료(TF-PDPT-A-01),Flavor TF-PDPT-A-01
M258057,오파드라이주황색(20A83046),OPADRY 20A83046 ORANGE
M258088,조합향료(DS-326H),Flavor DS-326H
M258092,조합향료(perfumecompound sp-46675) 스윗플로랄향,Flavor Sweet Floral SP-46675
M258096,콜로이드성셀룰로오스,Colloidal Cellulose
M258100,지방산메틸에스테르,Fatty Acids Methyl Ester
M258101,오파드라이노란색(200F),OPADRY 200F YELLOW
M258117,오파드라이파란색(85F20694),OPADRY 85F20694 BLUE
M258118,오파드라이노란색(85F32004),OPADRY 85F32004 YELLOW
M258119,조로수바스타틴칼슘,Crude Rosuvastatin Calcium
M258120,메틸벤질아민,Methylbenzylamine
M258125,조합향료(TF-PANB-01),Flavor TF-PANB-01
M258128,아파플루란,Apaflurane
M258129,조합향료(Mentha Arvensis L 1101),Flavor Mentha Arvensis L 1101
M258138,아크릴이즈 MP 화이트,ACRYL-EZE MP WHITE
M258140,오파드라이II노란색(85F42131),OPADRY II 85F42131 YELLOW
M258142,오파드라이분홍색(03B24156),OPADRY 03B24156 PINK
M258147,오파드라이노란색(YS-1-12700-A),OPADRY YS-1-12700-A YELLOW
M258155,셀룰로오스부직포,Nonwoven Fabric (Cellulose)
M258156,조합향료(Simone F-2164),Flavor Simone F-2164
M258160,네파페낙,Nepafenac
M258162,오파드라이회색(05B97512),OPADRY 05B97512 GRAY
M258163,오파드라이갈색(YS-1-16518-A),OPADRY YS-1-16518-A BROWN
M258164,오파드라이빨간색(15B25501),OPADRY 15B25501 RED
M258170,딸기향(HF-3990),Strawberry Flavor HF-3990
M258175,벤조도데시늄브롬화물,Benzododecinium Bromide
M258178,시메티콘 유제30%,Simethicone Emulsion 30%
M258184,조합향료(P-F115155),Flavor P-F115155
M258185,퍼투주맙,Pertuzumab
M258190,약용탄부직포I,Nonwoven Fabric I (Medicinal Carbon)
M258195,에프목-글리신,Fmoc-Glycine
M258196,에프목-D-아르기닌(피비에프),Fmoc-D-Arginine (Pbf)
M258197,에프목-L-프롤린,Fmoc-L-Proline
M258198,에프목-L-시스테인(트리틸),Fmoc-L-Cysteine (Trityl)
M258199,에프목-L-아스파라긴(트리틸),Fmoc-L-Asparagine (Trityl)
M258200,에프목-L-글루타민(트리틸),Fmoc-L-Glutamine (Trityl)
M258201,에프목-L-페닐알라닌,Fmoc-L-Phenylalanine
M258203,3-(트리틸티오)프로피온산,3-(Tritylthio)Propanoic Acid
M258205,1-히드록시-6-클로로벤조트리아졸,1-Hydroxy-6-Chlorobenzotriazole
M258219,베반토롤염산염,Bevantolol Hydrochloride
M258222,조합향료(티트리-71068),Flavor Tea Tree-71068
M258223,조합향료(캐모마일-32414),Flavor Chamomile-32414
M258227,재사용가능여과기부착침,
M258235,조합향료(TF-PBC-12),Flavor TF-PBC-12
M258238,수액세트,Infusion Set
M258243,폴리에틸렌글리콜모노라우레이트,Polyethylene Glycol Monolaurate
M258245,오파드라이초록색(03B41025),OPADRY 03B41025 GREEN
M258253,GS-459996,"Tert-Butyl (6S)-6-[5-(7-Bromo-9,9-Difluoro-9H-Fluoren-2-Yl)-1H-Imidazol-2-Yl]-5-Azaspiro[2.4]Heptane-5-Carboxylate"
M258254,GS-459990,"Tert-Butyl (6S)-6-[5-7-Bromo-9,9-Difluoro-9H-Fluoren-2-Yl)-1H-Imidazol-2-Yl]-5-Azaspiro[2.4]Heptane-5-Carboxylate"
M258255,비스(네오펜틸글리콜라토)디보론,Bis(Neopentyl Glycolato)Diboron
M258256,프로피온산칼륨,Potassium Propionate
M258258,GS-459997-01,"Tert-Butyl (6S)-6-[5-7-{2-[1R,3S,4S]-2-(Tert-Butoxycarbonyl)-2-Azabicyclo[2.2.1]Hept-3-Yl]-1H-Benzimidazol-6-Yl}-9,9-Difluoro-9H-Fluoren-2-Yl)-1H-Imidazol-2-Yl]-5-Azaspiro[2.4]Heptane-5-Carboxylate-Oxalate (1:1)"
M258259,GS-459998-01,"2-[(1R,3S,4S)-2-Azabicyclo[2.2.1]Hept-3-Yl]-6-(7-{2-[(6S)-5-Azaspiro-[2.4]Hept-6-Yl]-1H-Imidazol-5-Yl}-9,9-Difluoro-9H-Fluoren-2-Yl)-1H-Benzimidazole Tetrahydrochloride"
M258264,조합향료(SHINY WAVE FH5025613),Flavor Shiny Wave FH5025613
M258265,조합향료(DAZZLING ORANGE FJ8007903),Flavor Dazzling Orange FJ8007903
M258266,조합향료(IMAGINE RAIN FQ1020002),Flavor Imagine Rain FQ1020002
M258268,조합향료(LADY WINK FA3012491),Flavor Lady Wink FA3012491
M258279,오파드라이노란색(03B620019),OPADRY 03B620019 YELLOW
M258280,라벤더꽃수,Lavender Flower Water
M258281,허브향(HF-62341),Herb Flavor HF-62341
M258282,dl-카르니틴염산염,DL-Carnitine Hydrochloride
M258285,조합향료(Frag-71080),Flavor Frag-71080
M258288,폴리에틸렌글리콜3000,Polyethylene Glycol 3000
M258290,오파드라이II주황색(85F43040),OPADRY II 85F43040 ORANGE
M258302,LiEt3BH-1MTHF,"Lithium Triethylborohydride Solution Purum, 1 M in THF"
M258309,"1-(4-벤젠설포닐-3-메틸-부트-2-에닐)-3,4-디메톡시-2,5-비스-메톡시-6-메틸-벤젠","1-(4-Benzenesulfonyl-3-Methyl-But-2-Enyl)-3,4-Dimethoxy-2,5-Bis-Methoxy-6-Methyl-Benzene"
M258312,오파드라이주황색(200F630014),OPADRY 200F630014 ORANGE
M258314,오파드라이노란색(200F120003),OPADRY 200F120003 YELLOW
M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine
M258317,조베타인,Crude Betaine
M258318,조베타인염산염,Crude Betaine Hydrochloride
M258320,오파드라이II주황색(85F43138),OPADRY II 85F43138 ORANGE
M258321,조합향료(SK-B3875),Flavor SK-B3875
M258322,조합향료(블루베리향116534),Flavor Blueberry 116534
M258327,라우로일사르코신나트륨,Sodium Lauroyl Sarcosinate
M258329,아모디메티콘,Amodimethicone
M258330,나트륨피씨에이,Sodium PCA
M258331,조합향료(Miss Precious FM4000357),Flavor Miss Precious FM4000357
M258333,락색소L,Lac Color L
M258339,다파글리플로진프로판디올수화물,Dapagliflozin Propanediol Hydrate
M258340,오파드라이II노란색(85F92582),OPADRY II 85F92582 YELLOW
M258341,비타민B1질산염,Vitamin B1 Mononitrate
M258342,탄나아제,Tannase
M258345,세프테람산,Cefteram Acid
M258346,2-메시틸렌설폰산이수화물,2-Mesitylenesulfonic Acid Dihydrate
M258349,오파드라이빨간색(200F650003),OPADRY 200F650003 RED
M258352,2-((4-클로로페닐)아세틸)벤조산,2-((4-Chlorophenyl)Acetyl)Benzoic Acid
M258354,조합향료(AR85047),Flavor AR85047
M258355,트리메틸글리신,Trimethylglycine
M258357,조합향료(AR46363),Flavor AR46363
M258360,베헤네이트칼슘,Calcium Behenate
M258361,조합향료(WEST GARDEN YH-8502236),Flavor West Garden YH-8502236
M258362,테르비나핀염산염,Terbinafine Hydrochloride
M258368,조합향료(Velvet Clear 8706904),Flavor Velvet Clear 8706904
M258385,조기메라실,Crude Gimeracil
M258395,인디고카르민가루,Indigo Carmine Powder
M258397,면직물(무늬),Cotton Knit Fabric (Pattern)
M258399,이소스테아르산,Isostearic Acid
M258400,조합향료(MAJIC 02),Flavor MAJIC 02
M258401,조합향료(TF-NKM-01),Flavor TF-NKM-01
M258402,면직물(고정띠),Cotton Knit Fabric (Band)
M258404,조레플루노미드,Crude Leflunomide
M258410,폴리우레탄섬유(Creora 560D),Polyurethan Fabric (Creora 560D)
M258412,폴리에틸렌필름P-B,Polyethylene Film (P-B)
M258435,면사(KSK-1104),Cotton String (KSK-1104)
M258436,조합향료(파인애플향G-3041-AKFS),Flavor Pineapple G-3041-AKFS
M258441,조합향료(AR85046),Flavor AR85046
M258442,펜타나트륨펜테테이트,Pentasodium Pentetate
M258447,염화디데실디메틸암모늄,Didecyldimethylammonium Chloride
M258448,코코디메틸아민옥사이드,Coco Dimethyl Amine Oxide
M258456,오파드라이II주황색(85F430013),OPADRY II 85F430013 ORANGE
M258459,오파드라이200주황색(200F630014),OPADRY 200 200F630014 ORANGE
M258460,레몬민트향(97831-33),Lemon Mint Flavor 97831-33
M258466,조합향료(Frag-41232),Flavor Frag-41232
M258467,조합향료(Shampoo 37990),Flavor Shampoo 37990
M258469,조합향료(BOC),Flavor BOC
M258470,조합향료(Hyacinth Blue 477045),Flavor Hyacinth Blue 477045
M258473,조합향료(MP14),Flavor MP14
M258475,조합향료(PP5172A),Flavor PP5172A
M258478,조합향료(SOMANG RG),Flavor SOMANG RG
M258479,홍삼사포닌2,Red Ginseng Saponin 2
M258481,덱사메타손팔미테이트,Dexamethasone Palmitate
M258486,시트르산마그네슘,Magnesium Citrate
M258487,조합향료(TF-FM-01),Flavor TF-FM-01
M258491,조합향료(DANG III YH-6405130),Flavor DANG III YH-6405130
M258496,미결정셀룰로오스(102),Microcrystalline Cellulose (102)
M258502,자스민향(HP-805328),Jasmine Flavor HP-805328
M258511,민트향(HF-62540),Mint Flavor HF-62540
M258515,오파스프레이흰색(M-1-7111B),OPASPRAY M-1-7111B WHITE
